"fips","MSA","year","population"
"F-22039","RURAL",2010,33984
"F-22039","RURAL",2000,35434
"F-22041","RURAL",2010,20767
"F-22041","RURAL",2000,21263
"F-22043","RURAL",2010,22309
"F-22043","RURAL",2000,18698
"F-22045","RURAL",2010,73240
"F-22045","RURAL",2000,73266
"F-22047","RURAL",2010,33387
"F-22047","RURAL",2000,33320
"F-22049","RURAL",2000,15397
"F-22049","RURAL",2010,16274
"F-22051","NEW ORLEANS, LA",2010,432552
"F-22051","NEW ORLEANS, LA",2000,455466
"F-22053","RURAL",2000,31435
"F-22053","RURAL",2010,31594
"F-22055","LAFAYETTE, LA",2010,221578
"F-22055","LAFAYETTE, LA",2000,190503
"F-22057","HOUMA, LA",2000,89974
"F-22057","HOUMA, LA",2010,96318
"F-22059","RURAL",2010,14890
"F-22059","RURAL",2000,14282
"F-22061","RURAL",2000,42509
"F-22061","RURAL",2010,46735
"F-22063","BATON ROUGE, LA",2010,128026
"F-22063","BATON ROUGE, LA",2000,91814
"F-22065","RURAL",2010,12093
"F-22065","RURAL",2000,13728
"F-22067","RURAL",2010,27979
"F-22067","RURAL",2000,31021
"F-22069","RURAL",2000,39080
"F-22069","RURAL",2010,39566
"F-22071","NEW ORLEANS, LA",2000,484674
"F-22071","NEW ORLEANS, LA",2010,343829
"F-22073","MONROE, LA",2000,147250
"F-22073","MONROE, LA",2010,153720
"F-22075","NEW ORLEANS, LA",2000,26757
"F-22075","NEW ORLEANS, LA",2010,23042
"F-22077","RURAL",2000,22763
"F-22077","RURAL",2010,22802
"F-22079","ALEXANDRIA, LA",2000,126337
"F-22079","ALEXANDRIA, LA",2010,131613
"F-22081","RURAL",2000,9622
"F-22081","RURAL",2010,9091
"F-22083","RURAL",2000,20981
"F-22083","RURAL",2010,20725
"F-22085","RURAL",2000,23459
"F-22085","RURAL",2010,24233
"F-22087","NEW ORLEANS, LA",2000,67229
"F-22087","NEW ORLEANS, LA",2010,35897
"F-22089","NEW ORLEANS, LA",2000,48072
"F-22089","NEW ORLEANS, LA",2010,52780
"F-22091","RURAL",2010,11203
"F-22091","RURAL",2000,10525
"F-22093","NEW ORLEANS, LA",2010,22102
"F-22093","NEW ORLEANS, LA",2000,21216
"F-22095","NEW ORLEANS, LA",2010,45924
"F-22095","NEW ORLEANS, LA",2000,43044
"F-22097","LAFAYETTE, LA",2010,83384
"F-22097","LAFAYETTE, LA",2000,87700
"F-22099","LAFAYETTE, LA",2010,52160
"F-22099","LAFAYETTE, LA",2000,48583
"F-22101","RURAL",2000,53500
"F-22101","RURAL",2010,54650
"F-22103","NEW ORLEANS, LA",2010,233740
"F-22103","NEW ORLEANS, LA",2000,191268
"F-22105","RURAL",2000,100588
"F-22105","RURAL",2010,121097
"F-22107","RURAL",2000,6618
"F-22107","RURAL",2010,5252
"F-22109","HOUMA, LA",2000,104503
"F-22109","HOUMA, LA",2010,111860
"F-22111","RURAL",2010,22721
"F-22111","RURAL",2000,22803
"F-22113","RURAL",2000,53807
"F-22113","RURAL",2010,57999
"F-22115","RURAL",2000,52531
"F-22115","RURAL",2010,52334
"F-22117","RURAL",2000,43926
"F-22117","RURAL",2010,47168
"F-22119","SHREVEPORT, LA",2010,41207
"F-22119","SHREVEPORT, LA",2000,41831
"F-22121","BATON ROUGE, LA",2010,23788
"F-22121","BATON ROUGE, LA",2000,21601
"F-22123","RURAL",2010,11604
"F-22123","RURAL",2000,12314
"F-22125","RURAL",2010,15625
"F-22125","RURAL",2000,15111
"F-22127","RURAL",2010,15313
"F-22127","RURAL",2000,16894
"F-23001","LEWISTON, ME",2000,103793
"F-23001","LEWISTON, ME",2010,107702
"F-23003","RURAL",2000,73938
"F-23003","RURAL",2010,71870
"F-23005","PORTLAND, ME",2010,281674
"F-23005","PORTLAND, ME",2000,265612
"F-23007","RURAL",2000,29467
"F-23007","RURAL",2010,30768
"F-23009","RURAL",2000,51791
"F-23009","RURAL",2010,54418
"F-23011","RURAL",2010,122151
"F-23011","RURAL",2000,117114
"F-23013","RURAL",2000,39618
"F-23013","RURAL",2010,39736
"F-23015","RURAL",2010,34457
"F-23015","RURAL",2000,33616
"F-23017","RURAL",2000,54755
"F-23017","RURAL",2010,57833
"F-23019","BANGOR, ME",2010,153923
"F-23019","BANGOR, ME",2000,144919
"F-23021","RURAL",2010,17535
"F-23021","RURAL",2000,17235
"F-23023","RURAL",2010,35293
"F-23023","RURAL",2000,35214
"F-23025","RURAL",2010,52228
"F-23025","RURAL",2000,50888
"F-23027","RURAL",2010,38786
"F-23027","RURAL",2000,36280
"F-23029","RURAL",2010,32856
"F-23029","RURAL",2000,33941
"F-23031","RURAL",2010,197131
"F-23031","RURAL",2000,186742
"F-24001","CUMBERLAND, MD",2000,74930
"F-24001","CUMBERLAND, MD",2010,75087
"F-24003","WASHINGTON, DC",2010,537656
"F-24003","WASHINGTON, DC",2000,489656
"F-24005","WASHINGTON, DC",2010,805029
"F-24005","WASHINGTON, DC",2000,754292
"F-24009","WASHINGTON, DC",2010,88737
"F-24009","WASHINGTON, DC",2000,74563
"F-24011","RURAL",2010,33066
"F-24011","RURAL",2000,29772
"F-24013","WASHINGTON, DC",2010,167134
"F-24013","WASHINGTON, DC",2000,150897
"F-24015","PHILADELPHIA, PA",2000,85951
"F-24015","PHILADELPHIA, PA",2010,101108
"F-24017","WASHINGTON, DC",2000,120546
"F-24017","WASHINGTON, DC",2010,146551
"F-24019","RURAL",2010,32618
"F-24019","RURAL",2000,30674
"F-24021","WASHINGTON, DC",2000,195277
"F-24021","WASHINGTON, DC",2010,233385
"F-24023","RURAL",2010,30097
"F-24023","RURAL",2000,29846
"F-24025","WASHINGTON, DC",2000,218590
"F-24025","WASHINGTON, DC",2010,244826
"F-24027","WASHINGTON, DC",2010,287085
"F-24027","WASHINGTON, DC",2000,247842
"F-24029","RURAL",2010,20197
"F-24029","RURAL",2000,19197
"F-24031","WASHINGTON, DC",2010,971777
"F-24031","WASHINGTON, DC",2000,873341
"F-24033","WASHINGTON, DC",2010,863420
"F-24033","WASHINGTON, DC",2000,801515
"F-24035","WASHINGTON, DC",2010,47798
"F-24035","WASHINGTON, DC",2000,40563
"F-24037","RURAL",2000,86211
"F-24037","RURAL",2010,105151
"F-24039","RURAL",2010,26470
"F-24039","RURAL",2000,24747
"F-24041","RURAL",2010,37782
"F-24041","RURAL",2000,33812
"F-24043","WASHINGTON, DC",2010,147430
"F-24043","WASHINGTON, DC",2000,131923
"F-24045","RURAL",2010,98733
"F-24045","RURAL",2000,84644
"F-24047","RURAL",2000,46543
"F-24047","RURAL",2010,51454
"F-24510","WASHINGTON, DC",2000,651154
"F-24510","WASHINGTON, DC",2010,620961
"F-25001","HYANNIS, MA",2000,222230
"F-25001","HYANNIS, MA",2010,215888
"F-25003","PITTSFIELD, MA",2000,134953
"F-25003","PITTSFIELD, MA",2010,131219
"F-25005","BOSTON, MA",2010,548285
"F-25005","BOSTON, MA",2000,534678
"F-25007","RURAL",2000,14987
"F-25007","RURAL",2010,16535
"F-25009","BOSTON, MA",2010,743159
"F-25009","BOSTON, MA",2000,723419
"F-25011","RURAL",2010,71372
"F-25011","RURAL",2000,71535
"F-25013","SPRINGFIELD, MA",2010,463490
"F-25013","SPRINGFIELD, MA",2000,456228
"F-25015","SPRINGFIELD, MA",2000,152251
"F-25015","SPRINGFIELD, MA",2010,158080
"F-25017","BOSTON, MA",2010,1503085
"F-25017","BOSTON, MA",2000,1465396
"F-25019","RURAL",2010,10172
"F-25019","RURAL",2000,9520
"F-25021","BOSTON, MA",2010,670850
"F-25021","BOSTON, MA",2000,650308
"F-25023","BOSTON, MA",2010,494919
"F-25023","BOSTON, MA",2000,472822
"F-25025","BOSTON, MA",2000,689807
"F-25025","BOSTON, MA",2010,722023
"F-25027","BOSTON, MA",2010,798552
"F-25027","BOSTON, MA",2000,750963
"F-26001","RURAL",2000,11719
"F-26001","RURAL",2010,10942
"F-26003","RURAL",2000,9862
"F-26003","RURAL",2010,9601
"F-26005","GRAND RAPIDS, MI",2010,111408
"F-26005","GRAND RAPIDS, MI",2000,105665
"F-26007","RURAL",2010,29598
"F-26007","RURAL",2000,31314
"F-26009","RURAL",2010,23580
"F-26009","RURAL",2000,23110
"F-26011","RURAL",2010,15899
"F-26011","RURAL",2000,17269
"F-26013","RURAL",2000,8746
"F-26013","RURAL",2010,8860
"F-26015","RURAL",2010,59173
"F-26015","RURAL",2000,56755
"F-26017","MIDLAND, MI",2010,107771
"F-26017","MIDLAND, MI",2000,110157
"F-26019","RURAL",2010,17525
"F-26019","RURAL",2000,15998
"F-26021","BENTON HARBOR, MI",2000,162453
"F-26021","BENTON HARBOR, MI",2010,156813
"F-26023","RURAL",2010,45248
"F-26023","RURAL",2000,45787
"F-26025","KALAMAZOO, MI",2010,136146
"F-26025","KALAMAZOO, MI",2000,137985
"F-26027","RURAL",2000,51104
"F-26027","RURAL",2010,52293
"F-26029","RURAL",2010,25949
"F-26029","RURAL",2000,26090
"F-26031","RURAL",2000,26448
"F-26031","RURAL",2010,26152
"F-26033","RURAL",2010,38520
"F-26033","RURAL",2000,38543
"F-26035","RURAL",2010,30926
"F-26035","RURAL",2000,31252
"F-26037","LANSING, MI",2000,64753
"F-26037","LANSING, MI",2010,75382
"F-26039","RURAL",2000,14273
"F-26039","RURAL",2010,14074
"F-26041","RURAL",2010,37069
"F-26041","RURAL",2000,38520
"F-26043","RURAL",2010,26168
"F-26043","RURAL",2000,27472
"F-26045","LANSING, MI",2010,107759
"F-26045","LANSING, MI",2000,103655
"F-26047","RURAL",2010,32694
"F-26047","RURAL",2000,31437
"F-26049","DETROIT, MI",2000,436141
"F-26049","DETROIT, MI",2010,425790
"F-26051","RURAL",2010,25692
"F-26051","RURAL",2000,26023
"F-26053","RURAL",2000,17370
"F-26053","RURAL",2010,16427
"F-26055","RURAL",2000,77654
"F-26055","RURAL",2010,86986
"F-26057","RURAL",2000,42285
"F-26057","RURAL",2010,42476
"F-26059","RURAL",2010,46688
"F-26059","RURAL",2000,46527
"F-26061","RURAL",2010,36628
"F-26061","RURAL",2000,36016
"F-26063","RURAL",2010,33118
"F-26063","RURAL",2000,36079
"F-26065","LANSING, MI",2010,280895
"F-26065","LANSING, MI",2000,279320
"F-26067","RURAL",2010,63905
"F-26067","RURAL",2000,61518
"F-26069","RURAL",2010,25887
"F-26069","RURAL",2000,27339
"F-26071","RURAL",2010,11817
"F-26071","RURAL",2000,13138
"F-26073","RURAL",2010,70311
"F-26073","RURAL",2000,63351
"F-26075","JACKSON, MI",2010,160248
"F-26075","JACKSON, MI",2000,158422
"F-26077","KALAMAZOO, MI",2010,250331
"F-26077","KALAMAZOO, MI",2000,238603
"F-26079","RURAL",2000,16571
"F-26079","RURAL",2010,17153
"F-26081","GRAND RAPIDS, MI",2010,602622
"F-26081","GRAND RAPIDS, MI",2000,574335
"F-26083","RURAL",2010,2156
"F-26083","RURAL",2000,2301
"F-26085","RURAL",2010,11539
"F-26085","RURAL",2000,11333
"F-26087","DETROIT, MI",2010,88319
"F-26087","DETROIT, MI",2000,87904
"F-26089","RURAL",2000,21119
"F-26089","RURAL",2010,21708
"F-26091","DETROIT, MI",2010,99892
"F-26091","DETROIT, MI",2000,98890
"F-26093","DETROIT, MI",2000,156951
"F-26093","DETROIT, MI",2010,180967
"F-26095","RURAL",2000,7024
"F-26095","RURAL",2010,6631
"F-26097","RURAL",2010,11113
"F-26097","RURAL",2000,11943
"F-26099","DETROIT, MI",2000,788149
"F-26099","DETROIT, MI",2010,840978
"F-26101","RURAL",2010,24733
"F-26101","RURAL",2000,24527
"F-26103","RURAL",2000,64634
"F-26103","RURAL",2010,67077
"F-26105","RURAL",2000,28274
"F-26105","RURAL",2010,28705
"F-26107","RURAL",2010,42798
"F-26107","RURAL",2000,40553
"F-26109","RURAL",2010,24029
"F-26109","RURAL",2000,25326
"F-26111","MIDLAND, MI",2010,83629
"F-26111","MIDLAND, MI",2000,82874
"F-26113","RURAL",2010,14849
"F-26113","RURAL",2000,14478
"F-26115","DETROIT, MI",2000,145945
"F-26115","DETROIT, MI",2010,152021
"F-26117","RURAL",2000,61266
"F-26117","RURAL",2010,63342
"F-26119","RURAL",2000,10315
"F-26119","RURAL",2010,9765
"F-26121","GRAND RAPIDS, MI",2010,172188
"F-26121","GRAND RAPIDS, MI",2000,170200
"F-26123","RURAL",2010,48460
"F-26123","RURAL",2000,47874
"F-26125","DETROIT, MI",2010,1202362
"F-26125","DETROIT, MI",2000,1194156
"F-26127","RURAL",2010,26570
"F-26127","RURAL",2000,26873
"F-26129","RURAL",2000,21645
"F-26129","RURAL",2010,21699
"F-26131","RURAL",2010,6780
"F-26131","RURAL",2000,7818
"F-26133","RURAL",2000,23197
"F-26133","RURAL",2010,23528
"F-26135","RURAL",2010,8640
"F-26135","RURAL",2000,9418
"F-26137","RURAL",2000,23301
"F-26137","RURAL",2010,24164
"F-26139","GRAND RAPIDS, MI",2000,238314
"F-26139","GRAND RAPIDS, MI",2010,263801
"F-26141","RURAL",2010,13376
"F-26141","RURAL",2000,14411
"F-26143","RURAL",2010,24449
"F-26143","RURAL",2000,25469
"F-26145","MIDLAND, MI",2010,200169
"F-26145","MIDLAND, MI",2000,210039
"F-26147","DETROIT, MI",2010,163040
"F-26147","DETROIT, MI",2000,164235
"F-26149","RURAL",2000,62422
"F-26149","RURAL",2010,61295
"F-26151","RURAL",2010,43114
"F-26151","RURAL",2000,44547
"F-26153","RURAL",2000,8903
"F-26153","RURAL",2010,8485
"F-26155","RURAL",2000,71687
"F-26155","RURAL",2010,70648
"F-26157","RURAL",2000,58266
"F-26157","RURAL",2010,55729
"F-26159","KALAMAZOO, MI",2000,76263
"F-26159","KALAMAZOO, MI",2010,76258
"F-26161","DETROIT, MI",2000,322895
"F-26161","DETROIT, MI",2010,344791
"F-26163","DETROIT, MI",2010,1820584
"F-26163","DETROIT, MI",2000,2061162
"F-26165","RURAL",2010,32735
"F-26165","RURAL",2000,30484
"F-27001","RURAL",2000,15301
"F-27001","RURAL",2010,16202
"F-27003","MINNEAPOLIS, MN",2000,298084
"F-27003","MINNEAPOLIS, MN",2010,330844
"F-27005","RURAL",2010,32504
"F-27005","RURAL",2000,30000
"F-27007","RURAL",2010,44442
"F-27007","RURAL",2000,39650
"F-27009","SAINT CLOUD, MN",2010,38451
"F-27009","SAINT CLOUD, MN",2000,34226
"F-27011","RURAL",2010,5269
"F-27011","RURAL",2000,5820
"F-27013","RURAL",2010,64013
"F-27013","RURAL",2000,55941
"F-27015","RURAL",2010,25893
"F-27015","RURAL",2000,26911
"F-27017","RURAL",2000,31671
"F-27017","RURAL",2010,35386
"F-27019","MINNEAPOLIS, MN",2010,91042
"F-27019","MINNEAPOLIS, MN",2000,70205
"F-27021","RURAL",2010,28567
"F-27021","RURAL",2000,27150
"F-27023","RURAL",2000,13088
"F-27023","RURAL",2010,12441
"F-27025","MINNEAPOLIS, MN",2000,41101
"F-27025","MINNEAPOLIS, MN",2010,53887
"F-27027","FARGO, ND",2010,58999
"F-27027","FARGO, ND",2000,51229
"F-27029","RURAL",2010,8695
"F-27029","RURAL",2000,8423
"F-27031","RURAL",2010,5176
"F-27031","RURAL",2000,5168
"F-27033","RURAL",2000,12167
"F-27033","RURAL",2010,11687
"F-27035","RURAL",2000,55099
"F-27035","RURAL",2010,62500
"F-27037","MINNEAPOLIS, MN",2010,398552
"F-27037","MINNEAPOLIS, MN",2000,355904
"F-27039","RURAL",2010,20087
"F-27039","RURAL",2000,17731
"F-27041","RURAL",2000,32821
"F-27041","RURAL",2010,36009
"F-27043","RURAL",2010,14553
"F-27043","RURAL",2000,16181
"F-27045","RURAL",2000,21122
"F-27045","RURAL",2010,20866
"F-27047","RURAL",2010,31255
"F-27047","RURAL",2000,32584
"F-27049","RURAL",2000,44127
"F-27049","RURAL",2010,46183
"F-27051","RURAL",2000,6289
"F-27051","RURAL",2010,6018
"F-27053","MINNEAPOLIS, MN",2010,1152425
"F-27053","MINNEAPOLIS, MN",2000,1116200
"F-27055","LA CROSSE, WI",2000,19718
"F-27055","LA CROSSE, WI",2010,19027
"F-27057","RURAL",2010,20428
"F-27057","RURAL",2000,18376
"F-27059","MINNEAPOLIS, MN",2000,31287
"F-27059","MINNEAPOLIS, MN",2010,37816
"F-27061","RURAL",2000,43992
"F-27061","RURAL",2010,45058
"F-27063","RURAL",2010,10266
"F-27063","RURAL",2000,11268
"F-27065","RURAL",2000,14996
"F-27065","RURAL",2010,16239
"F-27067","RURAL",2010,42239
"F-27067","RURAL",2000,41203
"F-27069","RURAL",2000,5285
"F-27069","RURAL",2010,4552
"F-27071","RURAL",2010,13311
"F-27071","RURAL",2000,14355
"F-27073","RURAL",2010,7259
"F-27073","RURAL",2000,8067
"F-27075","RURAL",2010,10866
"F-27075","RURAL",2000,11058
"F-27077","RURAL",2000,4522
"F-27077","RURAL",2010,4045
"F-27079","RURAL",2000,25426
"F-27079","RURAL",2010,27703
"F-27081","RURAL",2010,5896
"F-27081","RURAL",2000,6429
"F-27083","RURAL",2010,25857
"F-27083","RURAL",2000,25425
"F-27085","RURAL",2010,36651
"F-27085","RURAL",2000,34898
"F-27087","RURAL",2010,5413
"F-27087","RURAL",2000,5190
"F-27089","RURAL",2000,10155
"F-27089","RURAL",2010,9439
"F-27091","RURAL",2010,20840
"F-27091","RURAL",2000,21802
"F-27093","RURAL",2010,23300
"F-27093","RURAL",2000,22644
"F-27095","RURAL",2000,22330
"F-27095","RURAL",2010,26097
"F-27097","RURAL",2010,33198
"F-27097","RURAL",2000,31712
"F-27099","RURAL",2010,39163
"F-27099","RURAL",2000,38603
"F-27101","RURAL",2010,8725
"F-27101","RURAL",2000,9165
"F-27103","RURAL",2000,29771
"F-27103","RURAL",2010,32727
"F-27105","RURAL",2000,20832
"F-27105","RURAL",2010,21378
"F-27107","RURAL",2010,6852
"F-27107","RURAL",2000,7442
"F-27109","ROCHESTER, MN",2000,124277
"F-27109","ROCHESTER, MN",2010,144248
"F-27111","RURAL",2010,57303
"F-27111","RURAL",2000,57159
"F-27113","RURAL",2000,13584
"F-27113","RURAL",2010,13930
"F-27115","RURAL",2010,29750
"F-27115","RURAL",2000,26530
"F-27117","RURAL",2000,9895
"F-27117","RURAL",2010,9596
"F-27119","GRAND FORKS, ND",2000,31369
"F-27119","GRAND FORKS, ND",2010,31600
"F-27121","RURAL",2010,10995
"F-27121","RURAL",2000,11236
"F-27123","MINNEAPOLIS, MN",2010,508640
"F-27123","MINNEAPOLIS, MN",2000,511035
"F-27125","RURAL",2010,4089
"F-27125","RURAL",2000,4299
"F-27127","RURAL",2010,16059
"F-27127","RURAL",2000,16815
"F-27129","RURAL",2000,17154
"F-27129","RURAL",2010,15730
"F-27131","RURAL",2000,56665
"F-27131","RURAL",2010,64142
"F-27133","RURAL",2010,9687
"F-27133","RURAL",2000,9721
"F-27135","RURAL",2010,15629
"F-27135","RURAL",2000,16338
"F-27137","DULUTH, MN",2000,200528
"F-27137","DULUTH, MN",2010,200226
"F-27139","MINNEAPOLIS, MN",2000,89498
"F-27139","MINNEAPOLIS, MN",2010,129928
"F-27141","MINNEAPOLIS, MN",2000,64417
"F-27141","MINNEAPOLIS, MN",2010,88499
"F-27143","RURAL",2000,15356
"F-27143","RURAL",2010,15226
"F-27145","SAINT CLOUD, MN",2010,150642
"F-27145","SAINT CLOUD, MN",2000,133166
"F-27147","RURAL",2000,33680
"F-27147","RURAL",2010,36576
"F-27149","RURAL",2010,9726
"F-27149","RURAL",2000,10053
"F-27151","RURAL",2000,11956
"F-27151","RURAL",2010,9783
"F-27153","RURAL",2010,24895
"F-27153","RURAL",2000,24426
"F-27155","RURAL",2010,3558
"F-27155","RURAL",2000,4134
"F-27157","RURAL",2000,21610
"F-27157","RURAL",2010,21676
"F-27159","RURAL",2010,13843
"F-27159","RURAL",2000,13713
"F-27161","RURAL",2010,19136
"F-27161","RURAL",2000,19526
"F-27163","MINNEAPOLIS, MN",2010,238136
"F-27163","MINNEAPOLIS, MN",2000,201130
"F-27165","RURAL",2000,11876
"F-27165","RURAL",2010,11211
"F-27167","RURAL",2000,7138
"F-27167","RURAL",2010,6576
"F-27169","RURAL",2000,49985
"F-27169","RURAL",2010,51461
"F-27171","MINNEAPOLIS, MN",2000,89986
"F-27171","MINNEAPOLIS, MN",2010,124700
"F-27173","RURAL",2010,10438
"F-27173","RURAL",2000,11080
"F-28001","RURAL",2010,32297
"F-28001","RURAL",2000,34340
"F-28003","RURAL",2000,34558
"F-28003","RURAL",2010,37057
"F-28005","RURAL",2010,13131
"F-28005","RURAL",2000,13599
"F-28007","RURAL",2000,19661
"F-28007","RURAL",2010,19564
"F-28009","RURAL",2000,8026
"F-28009","RURAL",2010,8729
"F-28011","RURAL",2010,34145
"F-28011","RURAL",2000,40633
"F-28013","RURAL",2000,15069
"F-28013","RURAL",2010,14962
"F-28015",NA,2000,10769
"F-28015",NA,2010,10597
"F-28017","RURAL",2000,19440
"F-28017","RURAL",2010,17392
"F-28019","RURAL",2010,8547
"F-28019","RURAL",2000,9758
"F-28021","RURAL",2000,11831
"F-28021","RURAL",2010,9604
"F-28023","RURAL",2010,16732
"F-28023","RURAL",2000,17955
"F-28025","RURAL",2000,21979
"F-28025","RURAL",2010,20634
"F-28027","RURAL",2000,30622
"F-28027","RURAL",2010,26151
"F-28029","RURAL",2000,28757
"F-28029","RURAL",2010,29449
"F-28031","RURAL",2010,19568
"F-28031","RURAL",2000,19407
"F-28033","MEMPHIS, TN",2010,161252
"F-28033","MEMPHIS, TN",2000,107199
"F-28035","HATTIESBURG, MS",2010,74934
"F-28035","HATTIESBURG, MS",2000,72604
"F-28037","RURAL",2000,8448
"F-28037","RURAL",2010,8118
"F-28039","RURAL",2010,22578
"F-28039","RURAL",2000,19144
"F-28041","RURAL",2010,14400
"F-28041","RURAL",2000,13299
"F-28043","RURAL",2010,21906
"F-28043","RURAL",2000,23263
"F-28045","GULFPORT, MS",2000,42967
"F-28045","GULFPORT, MS",2010,43929
"F-28047","GULFPORT, MS",2010,187105
"F-28047","GULFPORT, MS",2000,189601
"F-28049","JACKSON, MS",2010,245285
"F-28049","JACKSON, MS",2000,250800
"F-28051","RURAL",2000,21609
"F-28051","RURAL",2010,19198
"F-28053","RURAL",2010,9375
"F-28053","RURAL",2000,11206
"F-28055","RURAL",2010,1406
"F-28055","RURAL",2000,2274
"F-28057","RURAL",2010,23401
"F-28057","RURAL",2000,22770
"F-28059","GULFPORT, MS",2010,139668
"F-28059","GULFPORT, MS",2000,131420
"F-28061","RURAL",2000,18149
"F-28061","RURAL",2010,17062
"F-28063","RURAL",2000,9740
"F-28063","RURAL",2010,7726
"F-28065","RURAL",2000,13962
"F-28065","RURAL",2010,12487
"F-28067","RURAL",2010,67761
"F-28067","RURAL",2000,64958
"F-28069","RURAL",2010,10456
"F-28069","RURAL",2000,10453
"F-28071","RURAL",2000,38744
"F-28071","RURAL",2010,47351
"F-28073","HATTIESBURG, MS",2000,39070
"F-28073","HATTIESBURG, MS",2010,55658
"F-28075","RURAL",2010,80261
"F-28075","RURAL",2000,78161
"F-28077","RURAL",2000,13258
"F-28077","RURAL",2010,12929
"F-28079","RURAL",2010,23805
"F-28079","RURAL",2000,20940
"F-28081","RURAL",2010,82910
"F-28081","RURAL",2000,75755
"F-28083","RURAL",2000,37947
"F-28083","RURAL",2010,32317
"F-28085","RURAL",2010,34869
"F-28085","RURAL",2000,33166
"F-28087","RURAL",2000,61586
"F-28087","RURAL",2010,59779
"F-28089","JACKSON, MS",2010,95203
"F-28089","JACKSON, MS",2000,74674
"F-28091","RURAL",2000,25595
"F-28091","RURAL",2010,27088
"F-28093","RURAL",2000,34993
"F-28093","RURAL",2010,37144
"F-28095","RURAL",2000,38014
"F-28095","RURAL",2010,36989
"F-28097","RURAL",2010,10925
"F-28097","RURAL",2000,12189
"F-28099","RURAL",2010,29676
"F-28099","RURAL",2000,28684
"F-28101","RURAL",2000,21838
"F-28101","RURAL",2010,21720
"F-28103","RURAL",2010,11545
"F-28103","RURAL",2000,12548
"F-28105","RURAL",2000,42902
"F-28105","RURAL",2010,47671
"F-28107","RURAL",2000,34274
"F-28107","RURAL",2010,34707
"F-28109","RURAL",2000,48621
"F-28109","RURAL",2010,55834
"F-28111","RURAL",2010,12250
"F-28111","RURAL",2000,12138
"F-28113","RURAL",2000,38940
"F-28113","RURAL",2010,40404
"F-28115","RURAL",2010,29957
"F-28115","RURAL",2000,26726
"F-28117","RURAL",2000,25556
"F-28117","RURAL",2010,25276
"F-28119","RURAL",2010,8223
"F-28119","RURAL",2000,10117
"F-28121","JACKSON, MS",2000,115327
"F-28121","JACKSON, MS",2010,141617
"F-28123","RURAL",2010,28264
"F-28123","RURAL",2000,28423
"F-28125","RURAL",2010,4916
"F-28125","RURAL",2000,6580
"F-28127","RURAL",2010,27503
"F-28127","RURAL",2000,27639
"F-28129","RURAL",2000,16182
"F-28129","RURAL",2010,16491
"F-28131","RURAL",2010,17786
"F-28131","RURAL",2000,13622
"F-28133","RURAL",2010,29450
"F-28133","RURAL",2000,34369
"F-28135","RURAL",2000,14903
"F-28135","RURAL",2010,15378
"F-28137","RURAL",2000,25370
"F-28137","RURAL",2010,28886
"F-28139","RURAL",2010,22232
"F-28139","RURAL",2000,20826
"F-28141","RURAL",2010,19593
"F-28141","RURAL",2000,19163
"F-28143","RURAL",2000,9227
"F-28143","RURAL",2010,10778
"F-28145","RURAL",2010,27134
"F-28145","RURAL",2000,25362
"F-28147","RURAL",2010,15443
"F-28147","RURAL",2000,15156
"F-28149","RURAL",2000,49644
"F-28149","RURAL",2010,48773
"F-28151","RURAL",2010,51137
"F-28151","RURAL",2000,62977
